target_id,candidate_family,positive_family,label,title_alias_score,server_alias_score,nmap_alias_score,body_alias_score,evidence_alias_score,port_score,protocol_score,http_tool_score,scan_depth_score,heuristic_score
couchdb_CVE-2017-12636,nexus,couchdb,negative_family,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.1,0.4
couchdb_CVE-2017-12636,nginx,couchdb,negative_family,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.1,0.4
couchdb_CVE-2017-12636,phpmyadmin,couchdb,negative_family,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.1,0.4
couchdb_CVE-2017-12636,rails,couchdb,negative_family,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.1,0.4
couchdb_CVE-2017-12636,redis,couchdb,negative_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
couchdb_CVE-2017-12636,shiro,couchdb,negative_family,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.1,0.4
couchdb_CVE-2017-12636,solr,couchdb,negative_family,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.1,0.4
couchdb_CVE-2017-12636,spring,couchdb,negative_family,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.1,0.4
couchdb_CVE-2017-12636,struts2,couchdb,negative_family,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.1,0.4
couchdb_CVE-2017-12636,thinkphp,couchdb,negative_family,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.1,0.4
couchdb_CVE-2017-12636,tomcat,couchdb,negative_family,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.1,0.4
couchdb_CVE-2017-12636,webmin,couchdb,negative_family,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.1,0.4
drupal_CVE-2018-7600,adminer,drupal,negative_family,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.15,0.1,1.1
drupal_CVE-2018-7600,appweb,drupal,negative_family,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.15,0.1,1.1
drupal_CVE-2018-7600,aria2,drupal,negative_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
drupal_CVE-2018-7600,couchdb,drupal,negative_family,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.1,0.4
drupal_CVE-2018-7600,druid,drupal,negative_family,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.1,0.4
drupal_CVE-2018-7600,drupal,drupal,positive_family_match,1.0,0.0,0.0,1.0,1.0,1.0,0.25,0.15,0.1,7.000000000000001
drupal_CVE-2018-7600,elasticsearch,drupal,negative_family,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.1,0.4
drupal_CVE-2018-7600,flask,drupal,negative_family,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.1,0.4
drupal_CVE-2018-7600,goahead,drupal,negative_family,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.15,0.1,1.1
drupal_CVE-2018-7600,gogs,drupal,negative_family,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.1,0.4
drupal_CVE-2018-7600,grafana,drupal,negative_family,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.1,0.4
drupal_CVE-2018-7600,jenkins,drupal,negative_family,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.15,0.1,1.1
drupal_CVE-2018-7600,jetty,drupal,negative_family,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.15,0.1,1.1
drupal_CVE-2018-7600,joomla,drupal,negative_family,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.15,0.1,1.1
drupal_CVE-2018-7600,nextjs,drupal,negative_family,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.1,0.4
drupal_CVE-2018-7600,nexus,drupal,negative_family,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.1,0.4
drupal_CVE-2018-7600,nginx,drupal,negative_family,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.15,0.1,1.1
drupal_CVE-2018-7600,phpmyadmin,drupal,negative_family,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.15,0.1,1.1
drupal_CVE-2018-7600,rails,drupal,negative_family,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.1,0.4
drupal_CVE-2018-7600,redis,drupal,negative_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
drupal_CVE-2018-7600,shiro,drupal,negative_family,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.15,0.1,1.1
drupal_CVE-2018-7600,solr,drupal,negative_family,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.1,0.4
drupal_CVE-2018-7600,spring,drupal,negative_family,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.15,0.1,1.1
drupal_CVE-2018-7600,struts2,drupal,negative_family,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.15,0.1,1.1
drupal_CVE-2018-7600,thinkphp,drupal,negative_family,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.15,0.1,1.1
drupal_CVE-2018-7600,tomcat,drupal,negative_family,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.15,0.1,1.1
drupal_CVE-2018-7600,webmin,drupal,negative_family,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.1,0.4
elasticsearch_CVE-2015-1427,adminer,elasticsearch,negative_family,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.1,0.4
elasticsearch_CVE-2015-1427,appweb,elasticsearch,negative_family,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.1,0.4
elasticsearch_CVE-2015-1427,aria2,elasticsearch,negative_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elasticsearch_CVE-2015-1427,couchdb,elasticsearch,negative_family,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.1,0.4
elasticsearch_CVE-2015-1427,druid,elasticsearch,negative_family,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.1,0.4
elasticsearch_CVE-2015-1427,drupal,elasticsearch,negative_family,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.1,0.4
elasticsearch_CVE-2015-1427,elasticsearch,elasticsearch,positive_family_match,0.0,0.0,0.0,1.0,1.0,1.0,0.25,0.15,0.1,4.500000000000001
elasticsearch_CVE-2015-1427,flask,elasticsearch,negative_family,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.1,0.4
elasticsearch_CVE-2015-1427,goahead,elasticsearch,negative_family,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.1,0.4
elasticsearch_CVE-2015-1427,gogs,elasticsearch,negative_family,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.1,0.4
